date	YEAR	TIME_PRECISION	EVENT_TYPE	INTER2	INTERACTION	COUNTRY	ADM_LEVEL_1	ADM_LEVEL_2	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	pro1	pro2	latlong
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Bas-Congo	Matadi	-5.8167	13.45	1	Radio Okapi	0	1331	-5.81671331	"-5.81671331,13.45"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Equateur	Equateur	0.07	18.27	1	Radio Okapi	0	1332	0.071332	"0.071332,18.27"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kasai Occidental	Kananga	-5.9	22.41667	1	Radio Okapi	0	1333	-5.91333	"-5.91333,22.41667"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kasai Oriental	Mbuji-Mayi	-6.15	23.6	1	Radio Okapi	0	1334	-6.151334	"-6.151334,23.6"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Katanga	Lubumbashi	-11.6833	27.45	1	Radio Okapi	0	1335	-11.68331335	"-11.68331335,27.45"
27/05/2015	2015	1	Violence against civilians	7	47	Democratic Republic of Congo	Katanga	Tanganyka	-7.3	27.4167	2	Radio Okapi	1	1336	-7.31336	"-7.31336,27.4167"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kinshasa City	Kinshasa	-4.3	15.3	1	Radio Okapi	0	1337	-4.31337	"-4.31337,15.3"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Maniema	Kindu	-2.95	25.95	1	Radio Okapi	0	1338	-2.951338	"-2.951338,25.95"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6792	29.2228	1	Radio Okapi	0	1339	-1.67921339	"-1.67921339,29.2228"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Kisangani	0.51528	25.19099	1	Radio Okapi	0	1340	0.51528134	"0.515281340,25.19099"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.5	28.8667	1	Radio Okapi	0	1341	-2.51341	"-2.51341,28.8667"
27/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.7	27.3333	1	Radio Okapi	0	1342	-2.71342	"-2.71342,27.3333"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Bandundu	Kikwit	-5.0386	18.818	1	Radio Okapi	0	1343	-5.03861343	"-5.03861343,18.818"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Bas-Congo	Matadi	-5.8167	13.45	1	Radio Okapi	0	1344	-5.81671344	"-5.81671344,13.45"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Equateur	Equateur	0.07	18.27	1	Radio Okapi	0	1345	0.071345	"0.071345,18.27"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kasai Occidental	Kananga	-5.9	22.41667	1	Radio Okapi	0	1346	-5.91346	"-5.91346,22.41667"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kasai Oriental	Mbuji-Mayi	-6.15	23.6	1	Radio Okapi	0	1347	-6.151347	"-6.151347,23.6"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Katanga	Lubumbashi	-11.6833	27.45	1	Radio Okapi	0	1348	-11.68331348	"-11.68331348,27.45"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kinshasa City	Kinshasa	-4.3	15.3	1	Radio Okapi	0	1349	-4.31349	"-4.31349,15.3"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Maniema	Kindu	-2.95	25.95	1	Radio Okapi	0	1350	-2.95135	"-2.951350,25.95"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6792	29.2228	1	Radio Okapi	0	1351	-1.67921351	"-1.67921351,29.2228"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Kisangani	0.51528	25.19099	1	Radio Okapi	0	1352	0.515281352	"0.515281352,25.19099"
28/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.5	28.8667	1	Radio Okapi	0	1353	-2.51353	"-2.51353,28.8667"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Bandundu	Kikwit	-5.0386	18.818	1	Radio Okapi	0	1354	-5.03861354	"-5.03861354,18.818"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Bas-Congo	Matadi	-5.8167	13.45	1	Radio Okapi	0	1355	-5.81671355	"-5.81671355,13.45"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Equateur	Equateur	0.07	18.27	1	Radio Okapi	0	1356	0.071356	"0.071356,18.27"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kasai Occidental	Kananga	-5.9	22.41667	1	Radio Okapi	0	1357	-5.91357	"-5.91357,22.41667"
29/05/2015	2015	1	Riots/Protests	1	15	Democratic Republic of Congo	Kasai Oriental	Mbuji-Mayi	-6.15	23.6	1	Radio Okapi	0	1358	-6.151358	"-6.151358,23.6"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kasai Oriental	Mbuji-Mayi	-6.15	23.6	1	Radio Okapi	0	1359	-6.151359	"-6.151359,23.6"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Katanga	Lubumbashi	-11.6833	27.45	1	Radio Okapi	0	1360	-11.6833136	"-11.68331360,27.45"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kinshasa City	Kinshasa	-4.3	15.3	1	Radio Okapi	0	1361	-4.31361	"-4.31361,15.3"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Maniema	Kindu	-2.95	25.95	1	Radio Okapi	0	1362	-2.951362	"-2.951362,25.95"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6792	29.2228	1	Radio Okapi	0	1363	-1.67921363	"-1.67921363,29.2228"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Kisangani	0.51528	25.19099	1	Radio Okapi	0	1364	0.515281364	"0.515281364,25.19099"
29/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.5	28.8667	1	Radio Okapi	0	1365	-2.51365	"-2.51365,28.8667"
30/05/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Katanga	Tanganyka	-7.3	28.5	1	Radio Okapi	4	1366	-7.31366	"-7.31366,28.5"
31/05/2015	2015	1	Battle-No change of territory	1	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.50639	29.28861	2	Radio Okapi	0	1367	-1.506391367	"-1.506391367,29.28861"
31/05/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6792	29.2228	1	Radio Okapi	0	1368	-1.67921368	"-1.67921368,29.2228"
31/05/2015	2015	1	Violence against civilians	7	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.50639	29.28861	2	Radio Okapi	0	1369	-1.506391369	"-1.506391369,29.28861"
1/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.49113	29.47306	1		0	1370	0.49113137	"0.491131370,29.47306"
2/6/2015	2015	1	Battle-No change of territory	1	13	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6792	29.2228	1		5	1371	-1.67921371	"-1.67921371,29.2228"
2/6/2015	2015	1	Battle-No change of territory	3	33	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.4166	28.05	2		9	1372	-1.41661372	"-1.41661372,28.05"
2/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.21317	30.08565	2		0	1373	1.213171373	"1.213171373,30.08565"
3/6/2015	2015	2	Riots/Protests	0	60	Democratic Republic of Congo	Equateur	Tshuapa	-0.7833	21.1333	2		0	1374	-0.78331374	"-0.78331374,21.1333"
3/6/2015	2015	2	Riots/Protests	0	60	Democratic Republic of Congo	Equateur	Nord-Ubangi	3.32185	20.29739	1		0	1375	3.321851375	"3.321851375,20.29739"
3/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Kinshasa City	Kinshasa	-4.3	15.3	1		0	1376	-4.31376	"-4.31376,15.3"
3/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6792	29.2228	1		0	1377	-1.67921377	"-1.67921377,29.2228"
3/6/2015	2015	2	Battle-No change of territory	3	33	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.87833	28.54248	1		0	1378	-1.878331378	"-1.878331378,28.54248"
3/6/2015	2015	2	Violence against civilians	7	17	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.49113	29.47306	2		1	1379	0.491131379	"0.491131379,29.47306"
3/6/2015	2015	1	Battle-Government regains territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.21317	30.08565	1		5	1380	1.21317138	"1.213171380,30.08565"
3/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.35	29.05	2		1	1381	1.351381	"1.351381,29.05"
3/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	1		0	1382	1.571382	"1.571382,30.25"
3/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Kisangani	0.51528	25.19099	1		0	1383	0.515281383	"0.515281383,25.19099"
3/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.5	28.8667	1		0	1384	-2.51384	"-2.51384,28.8667"
4/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Katanga	Lubumbashi	-11.6833	27.45	1		0	1385	-11.68331385	"-11.68331385,27.45"
4/6/2015	2015	1	Violence against civilians	7	47	Democratic Republic of Congo	Katanga	Tanganyka	-7.3	27.41667	1		0	1386	-7.31386	"-7.31386,27.41667"
4/6/2015	2015	1	Non-violent activity by a conflict actor	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6792	29.2228	1		0	1387	-1.67921387	"-1.67921387,29.2228"
6/6/2015	2015	2	Battle-No change of territory	4	44	Democratic Republic of Congo	Kasai Oriental	Sankuru	-4.7166	24.4167	2		3	1388	-4.71661388	"-4.71661388,24.4167"
6/6/2015	2015	2	Battle-No change of territory	3	33	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.41556	28.05722	2		0	1389	-1.415561389	"-1.415561389,28.05722"
6/6/2015	2015	2	Battle-No change of territory	3	33	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.41556	28.05722	2		0	1390	-1.41556139	"-1.415561390,28.05722"
6/6/2015	2015	2	Battle-No change of territory	3	33	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.41556	28.05722	2		0	1391	-1.415561391	"-1.415561391,28.05722"
6/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		5	1392	1.571392	"1.571392,30.25"
7/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		5	1393	1.571393	"1.571393,30.25"
8/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		6	1394	1.571394	"1.571394,30.25"
9/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		6	1395	1.571395	"1.571395,30.25"
9/6/2015	2015	1	Riots/Protests	8	68	Democratic Republic of Congo	Orientale	Ituri	2.86218	30.84138	2		0	1396	2.862181396	"2.862181396,30.84138"
9/6/2015	2015	1	Violence against civilians	7	27	Democratic Republic of Congo	Orientale	Haut-Uele	3.83169	28.255	2		0	1397	3.831691397	"3.831691397,28.255"
9/6/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.5	28.8667	1		0	1398	-2.51398	"-2.51398,28.8667"
10/6/2015	2015	2	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		6	1399	1.571399	"1.571399,30.25"
10/6/2015	2015	1	Battle-No change of territory	1	12	Democratic Republic of Congo	Orientale	Haut-Uele	3.83169	28.255	2		0	1400	3.8316914	"3.831691400,28.255"
11/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		0	1401	1.571401	"1.571401,30.25"
12/6/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		0	1402	1.571402	"1.571402,30.25"
13/06/2015	2015	1	Battle-No change of territory	1	12	Democratic Republic of Congo	Nord-Kivu	Beni	0.5	29.4667	2	Radio Okapi	4	1403	0.51403	"0.51403,29.4667"
13/06/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2	Radio Okapi; Agence France Presse -- English	5	1404	1.571404	"1.571404,30.25"
14/06/2015	2015	1	Battle-No change of territory	1	12	Democratic Republic of Congo	Nord-Kivu	Beni	0.5	29.4667	2	Radio Okapi	4	1405	0.51405	"0.51405,29.4667"
14/06/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2	Radio Okapi; Agence France Presse -- English	0	1406	1.571406	"1.571406,30.25"
15/06/2015	2015	1	Riots/Protests	5	55	Democratic Republic of Congo	Maniema	Maniema	-4.7	27.7167	2	Radio Okapi	0	1407	-4.71407	"-4.71407,27.7167"
15/06/2015	2015	1	Battle-No change of territory	3	13	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2	Radio Okapi; Agence France Presse -- English	0	1408	1.571408	"1.571408,30.25"
17/06/2015	2015	2	Non-violent activity by a conflict actor	0	40	Democratic Republic of Congo	Katanga	Tanganyka	-7.3	27.41667	2	Radio Okapi	0	1409	-7.31409	"-7.31409,27.41667"
17/06/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Katanga	Tanganyka	-6.53545	28.94214	1	Radio Okapi	0	1410	-6.53545141	"-6.535451410,28.94214"
17/06/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Katanga	Tanganyka	-6.7	27.86667	1	Radio Okapi	0	1411	-6.71411	"-6.71411,27.86667"
17/06/2015	2015	2	Violence against civilians	7	47	Democratic Republic of Congo	Katanga	Tanganyka	-7.3	27.41667	2	Radio Okapi	0	1412	-7.31412	"-7.31412,27.41667"
17/06/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Katanga	Tanganyka	-6.93208	27.94839	1	Radio Okapi	0	1413	-6.932081413	"-6.932081413,27.94839"
17/06/2015	2015	2	Battle-No change of territory	1	12	Democratic Republic of Congo	Orientale	Haut-Uele	4.1667	29.5	1	Associated Press International; Xinhua News Agency - French; Radio Okapi; Xinhua General News Service	5	1414	4.16671414	"4.16671414,29.5"
18/06/2015	2015	1	Battle-No change of territory	1	13	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.07	28.57	1	Radio Okapi	5	1415	-2.071415	"-2.071415,28.57"
18/06/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.07	28.57	1	Radio Okapi	0	1416	-2.071416	"-2.071416,28.57"
20/06/2015	2015	1	Violence against civilians	7	57	Democratic Republic of Congo	Equateur	Nord-Ubangi	4.17341	21.63863	1	Radio Okapi	0	1417	4.173411417	"4.173411417,21.63863"
20/06/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6519	28.8769	1	Radio Okapi	4	1418	-1.65191418	"-1.65191418,28.8769"
21/06/2015	2015	1	Battle-Government regains territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.36751	29.57297	1	Radio Okapi	3	1419	-0.367511419	"-0.367511419,29.57297"
21/06/2015	2015	1	Battle-Government regains territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.1841	29.4488	2	Radio Okapi	4	1420	-1.1841142	"-1.18411420,29.4488"
21/06/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.6519	28.8769	1	Radio Okapi	3	1421	-1.65191421	"-1.65191421,28.8769"
22/06/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Equateur	Nord-Ubangi	4.17341	21.63863	1	Radio Okapi	0	1422	4.173411422	"4.173411422,21.63863"
24/06/2015	2015	2	Non-violent activity by a conflict actor	7	17	Democratic Republic of Congo	Equateur	Gbadolite	4.2833	21.0167	1	Radio Okapi	0	1423	4.28331423	"4.28331423,21.0167"
24/06/2015	2015	1	Non-violent activity by a conflict actor	1	14	Democratic Republic of Congo	Katanga	Tanganyka	-6.81756	28.04784	1	Radio Okapi	0	1424	-6.817561424	"-6.817561424,28.04784"
24/06/2015	2015	2	Battle-No change of territory	4	44	Democratic Republic of Congo	Katanga	Tanganyka	-5.37391	27.53827	1	Radio Okapi	0	1425	-5.373911425	"-5.373911425,27.53827"
24/06/2015	2015	2	Battle-No change of territory	4	44	Democratic Republic of Congo	Katanga	Tanganyka	-5.3833	27	2	Radio Okapi	0	1426	-5.38331426	"-5.38331426,27"
24/06/2015	2015	1	Battle-No change of territory	3	33	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.4166	28.05	2	Radio Okapi	6	1427	-1.41661427	"-1.41661427,28.05"
24/06/2015	2015	2	Violence against civilians	7	17	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.1841	29.4488	1	Radio Okapi	0	1428	-1.18411428	"-1.18411428,29.4488"
24/06/2015	2015	2	Violence against civilians	7	17	Democratic Republic of Congo	Orientale	Tshopo	-0.6166	24.35	1	Radio Okapi	0	1429	-0.61661429	"-0.61661429,24.35"
25/06/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Orientale	3.77723	26.85976	1	Radio Okapi	0	1430	3.77723143	"3.777231430,26.85976"
26/06/2015	2015	1	Battle-No change of territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.49113	29.47306	2	Radio Okapi	16	1431	0.491131431	"0.491131431,29.47306"
26/06/2015	2015	1	Battle-No change of territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.77975	29.59087	1	Radio Okapi	0	1432	0.779751432	"0.779751432,29.59087"
26/06/2015	2015	1	Battle-No change of territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.7	29.51667	2	Radio Okapi	0	1433	0.71433	"0.71433,29.51667"
26/06/2015	2015	1	Violence against civilians	7	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.49113	29.47306	2	Radio Okapi	0	1434	0.491131434	"0.491131434,29.47306"
27/06/2015	2015	2	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Kisangani	0.51528	25.19099	1	Radio Okapi	0	1435	0.515281435	"0.515281435,25.19099"
27/06/2015	2015	2	Battle-Government regains territory	3	13	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.39534	29.13779	1	Radio Okapi	0	1436	-3.395341436	"-3.395341436,29.13779"
27/06/2015	2015	2	Battle-No change of territory	2	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.1	29.1333	2	Radio Okapi	0	1437	-3.11437	"-3.11437,29.1333"
27/06/2015	2015	2	Battle-No change of territory	2	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.24	29.2158	1	Radio Okapi	0	1438	-3.241438	"-3.241438,29.2158"
27/06/2015	2015	2	Battle-No change of territory	2	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.39534	29.13779	1	Radio Okapi	4	1439	-3.395341439	"-3.395341439,29.13779"
27/06/2015	2015	2	Battle-No change of territory	2	12	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-3.4	29.13333	2	Radio Okapi	0	1440	-3.4144	"-3.41440,29.13333"
28/06/2015	2015	2	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Kisangani	0.51528	25.19099	1	Radio Okapi	0	1441	0.515281441	"0.515281441,25.19099"
1/7/2015	2015	1	Battle-No change of territory	8	18	Democratic Republic of Congo	Nord-Kivu	Goma	-1.6792	29.2228	1		0	1442	-1.67921442	"-1.67921442,29.2228"
1/7/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Kisangani	0.51528	25.19099	1		0	1443	0.515281443	"0.515281443,25.19099"
3/7/2015	2015	1	Violence against civilians	7	47	Democratic Republic of Congo	Orientale	Ituri	1.9166	30.5	2		4	1444	1.91661444	"1.91661444,30.5"
4/7/2015	2015	1	Riots/Protests	1	16	Democratic Republic of Congo	Kasai Oriental	Kabinda	-5.3666	25.75	1		0	1445	-5.36661445	"-5.36661445,25.75"
4/7/2015	2015	2	Battle-No change of territory	3	33	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.4166	28.05	1		14	1446	-1.41661446	"-1.41661446,28.05"
4/7/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.4166	28.05	1		10	1447	-1.41661447	"-1.41661447,28.05"
4/7/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.95344	28.80691	1		0	1448	-0.953441448	"-0.953441448,28.80691"
4/7/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.41582	28.95044	1		10	1449	-1.415821449	"-1.415821449,28.95044"
4/7/2015	2015	2	Violence against civilians	7	37	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		2	1450	1.57145	"1.571450,30.25"
5/7/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Bandundu	Kwilu	-4.55016	18.60054	1		0	1451	-4.550161451	"-4.550161451,18.60054"
5/7/2015	2015	1	Battle-No change of territory	1	13	Democratic Republic of Congo	Katanga	Haut-Katanga	-10.62917	26.7575	2		0	1452	-10.62917145	"-10.629171452,26.7575"
5/7/2015	2015	1	Battle-No change of territory	3	34	Democratic Republic of Congo	Nord-Kivu	Goma	-1.6792	29.2228	1		1	1453	-1.67921453	"-1.67921453,29.2228"
6/7/2015	2015	1	Riots/Protests	1	15	Democratic Republic of Congo	Katanga	Tanganyka	-5.91901	29.19036	1		0	1454	-5.919011454	"-5.919011454,29.19036"
6/7/2015	2015	1	Violence against civilians	1	16	Democratic Republic of Congo	Kinshasa City	Kinshasa	-4.3	15.3	1		0	1455	-4.31455	"-4.31455,15.3"
6/7/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Ituri	1.57	30.25	2		0	1456	1.571456	"1.571456,30.25"
7/7/2015	2015	1	Non-violent activity by a conflict actor	7	37	Democratic Republic of Congo	Orientale	Ituri	1.4166	30.1666	1		0	1457	1.41661457	"1.41661457,30.1666"
7/7/2015	2015	1	Violence against civilians	7	27	Democratic Republic of Congo	Orientale	Haut-Uele	3.6166	28.5666	2		0	1458	3.61661458	"3.61661458,28.5666"
8/7/2015	2015	1	Riots/Protests	1	16	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.7	27.3333	1		0	1459	-2.71459	"-2.71459,27.3333"
9/7/2015	2015	1	Battle-No change of territory	1	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.73838	29.79309	1		0	1460	0.73838146	"0.738381460,29.79309"
9/7/2015	2015	1	Violence against civilians	7	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.73838	29.79309	1		2	1461	0.738381461	"0.738381461,29.79309"
10/7/2015	2015	1	Battle-No change of territory	4	44	Democratic Republic of Congo	Kasai Occidental	Lulua	-6.53556	22.87653	1		2	1462	-6.535561462	"-6.535561462,22.87653"
10/7/2015	2015	1	Battle-No change of territory	1	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.65337	29.4956	1		2	1463	0.653371463	"0.653371463,29.4956"
10/7/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.63751	29.08892	1		0	1464	0.637511464	"0.637511464,29.08892"
10/7/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.4166	28.05	2		0	1465	-1.41661465	"-1.41661465,28.05"
11/7/2015	2015	2	Non-violent activity by a conflict actor	0	40	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.41556	28.05722	2		0	1466	-1.415561466	"-1.415561466,28.05722"
13/07/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Kinshasa City	Kinshasa	-4.3	15.3	1	Radio Okapi	0	1467	-4.31467	"-4.31467,15.3"
13/07/2015	2015	1	Non-violent activity by a conflict actor	7	37	Democratic Republic of Congo	Orientale	Ituri	1.20722	30.17699	1	Radio Okapi	0	1468	1.207221468	"1.207221468,30.17699"
14/07/2015	2015	1	Violence against civilians	7	27	Democratic Republic of Congo	Nord-Kivu	Beni	0.5	29.46667	2	Radio Okapi	9	1469	0.51469	"0.51469,29.46667"
15/07/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Nord-Kivu	Goma	-1.6792	29.2228	1	Radio Okapi	0	1470	-1.6792147	"-1.67921470,29.2228"
15/07/2015	2015	3	Violence against civilians	7	27	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-0.16667	29.23333	1	Radio Okapi	0	1471	-0.166671471	"-0.166671471,29.23333"
15/07/2015	2015	1	Riots/Protests	0	60	Democratic Republic of Congo	Orientale	Ituri	2.86218	30.84138	1	Radio Okapi	0	1472	2.862181472	"2.862181472,30.84138"
18/07/2015	2015	1	Violence against civilians	7	47	Democratic Republic of Congo	Katanga	Haut-Lomami	-9.2	25.85	2	Radio Okapi	0	1473	-9.21473	"-9.21473,25.85"
19/07/2015	2015	1	Battle-No change of territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.49113	29.47306	2	Radio Okapi; Xinhua News Agency - French	0	1474	0.491131474	"0.491131474,29.47306"
19/07/2015	2015	1	Violence against civilians	7	37	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	-1.18333	29.45	1	Radio Okapi	2	1475	-1.183331475	"-1.183331475,29.45"
20/07/2015	2015	1	Battle-Government regains territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.49113	29.47306	2	Xinhua News Agency - French	0	1476	0.491131476	"0.491131476,29.47306"
22/07/2015	2015	2	Battle-No change of territory	3	33	Democratic Republic of Congo	Sud-Kivu	Sud-Kivu	-2.7	27.3333	2	Radio Okapi	5	1477	-2.71477	"-2.71477,27.3333"
23/07/2015	2015	1	Battle-No change of territory	4	44	Democratic Republic of Congo	Katanga	Haut-Lomami	-9.2	25.85	2	Radio Okapi	7	1478	-9.21478	"-9.21478,25.85"
23/07/2015	2015	1	Battle-No change of territory	2	12	Democratic Republic of Congo	Nord-Kivu	Nord-Kivu	0.49113	29.47306	2	Radio Okapi	0	1479	0.491131479	"0.491131479,29.47306"
